Query,Restaurant,Relevance Score
Suggest a place with food that sparks conversation.,Compère Lapin,3
Suggest a place with food that sparks conversation.,K-Paul's Louisiana Kitchen,3
Suggest a place with food that sparks conversation.,Herbsaint,3
Suggest a place with food that sparks conversation.,Saffron nola,3
Suggest a place with food that sparks conversation.,SukhoThai,2
Suggest a place with food that sparks conversation.,Dante's Kitchen,3
Suggest a place with food that sparks conversation.,Patois Restaurant,3
Suggest a place with food that sparks conversation.,Meauxbar,3
Suggest a place with food that sparks conversation.,The American Sector,2
Suggest a place with food that sparks conversation.,The Delachaise,3
Suggest a place with food that sparks conversation.,Cafe Abyssinia,3
Suggest a place with food that sparks conversation.,Emeril's Delmonico,3
Suggest a place with food that sparks conversation.,Jacques-Imo's Cafe,3
Suggest a place with food that sparks conversation.,N 7,3
Suggest a place with food that sparks conversation.,La Crepe Nanou,3
Suggest a place with food that sparks conversation.,La Petite Grocery,3
Suggest a place with food that sparks conversation.,Vessel NOLA,3
Suggest a place with food that sparks conversation.,Gyu-Kaku Japanese BBQ,3
Suggest a place with food that sparks conversation.,Maypop Restaurant,3
Suggest a place with food that sparks conversation.,SoBou,3
Suggest a place with food that sparks conversation.,Jack Rose,3
Suggest a place with food that sparks conversation.,Josephine Estelle,3
Suggest a place with food that sparks conversation.,Cowbell,3
Suggest a place with food that sparks conversation.,Sofia,3
Suggest a place with food that sparks conversation.,Trinity Restaurant New Orleans,3
Suggest a place with food that sparks conversation.,Cavan,3
Suggest a place with food that sparks conversation.,Shaya,3
Suggest a place with food that sparks conversation.,Upperline,3
Suggest a place with food that sparks conversation.,Adolfo's,3
Suggest a place with food that sparks conversation.,Toups Meatery,3
Suggest a place with food that sparks conversation.,Tommy's Cuisine,2
Suggest a place with food that sparks conversation.,The Bombay Club,3
Suggest a place with food that sparks conversation.,Juan's Flying Burrito,2
Suggest a place with food that sparks conversation.,Chophouse New Orleans,3
Suggest a place with food that sparks conversation.,Irene's,3
Suggest a place with food that sparks conversation.,Wayfare,3
Suggest a place with food that sparks conversation.,Annunciation,3
Suggest a place with food that sparks conversation.,New Orleans School of Cooking,3
Suggest a place with food that sparks conversation.,The Grill,3
Suggest a place with food that sparks conversation.,Palace Café,3
Suggest a place with food that sparks conversation.,Cochon,3
Suggest a place with food that sparks conversation.,Ralph's on the Park,3
Suggest a place with food that sparks conversation.,Clancy's Restaurant,3
Suggest a place with food that sparks conversation.,Sylvain,3
Suggest a place with food that sparks conversation.,Criollo Restaurant,3
Suggest a place with food that sparks conversation.,The Pelican Club,3
Suggest a place with food that sparks conversation.,Restaurant Rebirth,3
Suggest a place with food that sparks conversation.,Beachbum Berry's Latitude 29,3
Suggest a place with food that sparks conversation.,St Roch Market,3
Suggest a place with food that sparks conversation.,CellarDoor,3
Suggest a place with food that sparks conversation.,Meril,3
Suggest a place with food that sparks conversation.,Borgne,3
Suggest a place with food that sparks conversation.,Three Muses,3
Suggest a place with food that sparks conversation.,Bakery Bar,3
Suggest a place with food that sparks conversation.,Nirvana Indian Cuisine,2
Suggest a place with food that sparks conversation.,Arabella Casa Di Pasta,2
Suggest a place with food that sparks conversation.,Cafe Sbisa,3
Suggest a place with food that sparks conversation.,High Hat Cafe,3
Suggest a place with food that sparks conversation.,Ye Olde College Inn,3
Suggest a place with food that sparks conversation.,Arnaud's Restaurant,3
Suggest a place with food that sparks conversation.,Tableau,3
Suggest a place with food that sparks conversation.,The Camellia Grill,3
Suggest a place with food that sparks conversation.,Marcello's Restaurant & Wine Bar,3
Suggest a place with food that sparks conversation.,El Gato Negro,2
Suggest a place with food that sparks conversation.,Eat New Orleans,2
Suggest a place with food that sparks conversation.,Salú Bistro and Bar,3
Suggest a place with food that sparks conversation.,Mr John's Steakhouse,2
Suggest a place with food that sparks conversation.,Boswell's Jamaican Grill,3
Suggest a place with food that sparks conversation.,Vincent's Italian Cuisine,3
Suggest a place with food that sparks conversation.,Mizado Latin Kitchen,3
Suggest a place with food that sparks conversation.,Muriel's Jackson Square,3
Suggest a place with food that sparks conversation.,Sneaky Pickle,3
Suggest a place with food that sparks conversation.,Dooky Chase's Restaurant,3
Suggest a place with food that sparks conversation.,La Thai Uptown,2
Suggest a place with food that sparks conversation.,La Boca,3
Suggest a place with food that sparks conversation.,DTB,3
Suggest a place with food that sparks conversation.,Briquette,2
Suggest a place with food that sparks conversation.,Galatoire's Restaurant,3
Suggest a place with food that sparks conversation.,Atchafalaya Restaurant,3
Suggest a place with food that sparks conversation.,Emeril's ,3
Suggest a place with food that sparks conversation.,1000 Figs,3
Suggest a place with food that sparks conversation.,Copper Vine,2
Suggest a place with food that sparks conversation.,Little Korea BBQ,3
Suggest a place with food that sparks conversation.,Mayas,3
Suggest a place with food that sparks conversation.,Ruby Slipper Cafe,3
Suggest a place with food that sparks conversation.,Angeline,3
Suggest a place with food that sparks conversation.,Rebellion Bar & Urban Kitchen,3
Suggest a place with food that sparks conversation.,Saint Lawrence,3
Suggest a place with food that sparks conversation.,Tito's Ceviche & Pisco,3
Suggest a place with food that sparks conversation.,Brown Butter Southern Kitchen & Bar,3
Suggest a place with food that sparks conversation.,Slice Pizzeria,2
Suggest a place with food that sparks conversation.,Galatoire's 33 Bar & Steak,2
Suggest a place with food that sparks conversation.,Orleans Grapevine Wine Bar & Bistro,3
Suggest a place with food that sparks conversation.,WINO  Wine Institute of New Orleans,3
Suggest a place with food that sparks conversation.,Red's Chinese,3
Suggest a place with food that sparks conversation.,The Italian Barrel,3
Suggest a place with food that sparks conversation.,Lola's,3
Suggest a place with food that sparks conversation.,Kingfish,2
Suggest a place with food that sparks conversation.,New Orleans Hamburger & Seafood Co,2
Suggest a place with food that sparks conversation.,Tujague's Restaurant,3
Suggest a place with food that sparks conversation.,Commander's Palace,3
Suggest a place with food that sparks conversation.,Mona's Cafe,3
Suggest a place with food that sparks conversation.,Capdeville,2
Suggest a place with food that sparks conversation.,Salon by Sucré,3
Suggest a place with food that sparks conversation.,Nolé,2
Suggest a place with food that sparks conversation.,GW Fins,3
Suggest a place with food that sparks conversation.,Landry's Seafood House,2
Suggest a place with food that sparks conversation.,Lula Restaurant Distillery,3
Suggest a place with food that sparks conversation.,The Court of Two Sisters,3
Suggest a place with food that sparks conversation.,Saba,3
Suggest a place with food that sparks conversation.,Dat Dog,3
Suggest a place with food that sparks conversation.,The Irish House,2
Suggest a place with food that sparks conversation.,Charcoal's Gourmet Burger Bar,2
Suggest a place with food that sparks conversation.,Red Fish Grill,2
Suggest a place with food that sparks conversation.,The Steakhouse,2
Suggest a place with food that sparks conversation.,Heard Dat Kitchen,3
Suggest a place with food that sparks conversation.,Bennachin Restaurant,3
Suggest a place with food that sparks conversation.,NOLA Restaurant,2
Suggest a place with food that sparks conversation.,Cane and Table,2
Suggest a place with food that sparks conversation.,Antoine's Restaurant,3
Suggest a place with food that sparks conversation.,Café Adelaide,2
Suggest a place with food that sparks conversation.,Pêche,3
Suggest a place with food that sparks conversation.,McClure's,2
Suggest a place with food that sparks conversation.,Justine,3
Suggest a place with food that sparks conversation.,Dickie Brennan's Steakhouse,2
Suggest a place with food that sparks conversation.,The Marigny Brasserie,3
Suggest a place with food that sparks conversation.,Café at The Square,2
Suggest a place with food that sparks conversation.,GG's Dine-O-Rama,2
Suggest a place with food that sparks conversation.,Baru Bistro & Tapas,3
Suggest a place with food that sparks conversation.,Vacherie,3
Suggest a place with food that sparks conversation.,Carmo,3
Suggest a place with food that sparks conversation.,Satsuma Café,3
Suggest a place with food that sparks conversation.,Desi Vega's Steakhouse,3
Suggest a place with food that sparks conversation.,Apolline Restaurant,3
Suggest a place with food that sparks conversation.,Noodle & Pie,2
Suggest a place with food that sparks conversation.,Red Dog Diner,3
Suggest a place with food that sparks conversation.,Yuki Izakaya,3
Suggest a place with food that sparks conversation.,Mopho,3
Suggest a place with food that sparks conversation.,Brennan's,3
Suggest a place with food that sparks conversation.,Doris Metropolitan,3
Suggest a place with food that sparks conversation.,The Velvet Cactus,3
Suggest a place with food that sparks conversation.,Santa Fe,2
Suggest a place with food that sparks conversation.,Crescent City Brewhouse,3
Suggest a place with food that sparks conversation.,Mimi's In The Marigny,3
Suggest a place with food that sparks conversation.,Legacy Kitchen's Craft Tavern,2
Suggest a place with food that sparks conversation.,Cure,3
Suggest a place with food that sparks conversation.,Sake Cafe Uptown,2
Suggest a place with food that sparks conversation.,Crescent City Steak House,3
Suggest a place with food that sparks conversation.,Toast,3
Suggest a place with food that sparks conversation.,Flamingo A-Go-Go,3
Suggest a place with food that sparks conversation.,Cochon Butcher,3
Suggest a place with food that sparks conversation.,Fogo de Chão Brazilian Steakhouse,2
Suggest a place with food that sparks conversation.,Brennan's Restaurant,3
Suggest a place with food that sparks conversation.,HORN'S EATERY,3
Suggest a place with food that sparks conversation.,Bon Ton Cafe,3
Suggest a place with food that sparks conversation.,Maïs Arepas,3
Suggest a place with food that sparks conversation.,New Orleans Cake Café & Bakery,3
Suggest a place with food that sparks conversation.,New Orleans Creole Cookery,3
Suggest a place with food that sparks conversation.,Trenasse,3
Suggest a place with food that sparks conversation.,Sassafras Restaurant,2
Suggest a place with food that sparks conversation.,Victory,3
Suggest a place with food that sparks conversation.,Katie's Restaurant & Bar,3
Suggest a place with food that sparks conversation.,Jagerhaus,2
Suggest a place with food that sparks conversation.,The Munch Factory,3
Suggest a place with food that sparks conversation.,Mint Modern Vietnamese Bistro & Bar,2
Suggest a place with food that sparks conversation.,The Joint,3
Suggest a place with food that sparks conversation.,The Praline Connection,2
Suggest a place with food that sparks conversation.,Louisiana Pizza Kitchen,3
Suggest a place with food that sparks conversation.,Rib Room,2
Suggest a place with food that sparks conversation.,Slim Goodies Diner,3
Suggest a place with food that sparks conversation.,Chartres House,2
Suggest a place with food that sparks conversation.,Superior Grill,2
Suggest a place with food that sparks conversation.,biscuit & buns on banks,3
Suggest a place with food that sparks conversation.,Ancora,3
Suggest a place with food that sparks conversation.,Joey K's Restaurant & Bar,2
Suggest a place with food that sparks conversation.,Bearcat CBD,3
Suggest a place with food that sparks conversation.,Johnny Sanchez,3
Suggest a place with food that sparks conversation.,Squeal,2
Suggest a place with food that sparks conversation.,13 Monaghan,2
Where can I go for a quiet dinner that feels like an escape?,The Tasting Room,3
Where can I go for a quiet dinner that feels like an escape?,The Bombay Club,3
Where can I go for a quiet dinner that feels like an escape?,The Delachaise,2
Where can I go for a quiet dinner that feels like an escape?,Stella!,2
Where can I go for a quiet dinner that feels like an escape?,Orleans Grapevine Wine Bar & Bistro,3
Where can I go for a quiet dinner that feels like an escape?,Lilette,3
Where can I go for a quiet dinner that feels like an escape?,Bayona,3
Where can I go for a quiet dinner that feels like an escape?,Café Amelie,3
Where can I go for a quiet dinner that feels like an escape?,WINO  Wine Institute of New Orleans,2
Where can I go for a quiet dinner that feels like an escape?,N 7,3
Where can I go for a quiet dinner that feels like an escape?,CellarDoor,3
Where can I go for a quiet dinner that feels like an escape?,Marcello's Restaurant & Wine Bar,2
Where can I go for a quiet dinner that feels like an escape?,Patois Restaurant,2
Where can I go for a quiet dinner that feels like an escape?,Restaurant August,3
Where can I go for a quiet dinner that feels like an escape?,Cafe Degas,3
Where can I go for a quiet dinner that feels like an escape?,Irene's,2
Where can I go for a quiet dinner that feels like an escape?,Green Goddess,3
Where can I go for a quiet dinner that feels like an escape?,Sylvain,3
Where can I go for a quiet dinner that feels like an escape?,Josephine Estelle,1
Where can I go for a quiet dinner that feels like an escape?,La Crepe Nanou,3
Where can I go for a quiet dinner that feels like an escape?,Meauxbar,3
Where can I go for a quiet dinner that feels like an escape?,Vessel NOLA,3
Where can I go for a quiet dinner that feels like an escape?,Clancy's Restaurant,3
Where can I go for a quiet dinner that feels like an escape?,Salú Bistro and Bar,2
Where can I go for a quiet dinner that feels like an escape?,Columns,2
Where can I go for a quiet dinner that feels like an escape?,Cure,2
Where can I go for a quiet dinner that feels like an escape?,The Pelican Club,3
Where can I go for a quiet dinner that feels like an escape?,Tommy's Cuisine,3
Where can I go for a quiet dinner that feels like an escape?,Herbsaint,2
Where can I go for a quiet dinner that feels like an escape?,Louisiana Bistro,3
Where can I go for a quiet dinner that feels like an escape?,Coquette,2
Where can I go for a quiet dinner that feels like an escape?,The Gallery Venue at Tomas Bistro,3
Where can I go for a quiet dinner that feels like an escape?,Restaurant R'evolution,2
Where can I go for a quiet dinner that feels like an escape?,Copper Vine,3
Where can I go for a quiet dinner that feels like an escape?,Muriel's Jackson Square,2
Where can I go for a quiet dinner that feels like an escape?,Emeril's Delmonico,3
Where can I go for a quiet dinner that feels like an escape?,Brigtsen's Restaurant,3
Where can I go for a quiet dinner that feels like an escape?,Upperline,3
Where can I go for a quiet dinner that feels like an escape?,Borgne,1
Where can I go for a quiet dinner that feels like an escape?,Dick & Jenny's,3
Where can I go for a quiet dinner that feels like an escape?,Trinity Restaurant New Orleans,3
Where can I go for a quiet dinner that feels like an escape?,La Boca,2
Where can I go for a quiet dinner that feels like an escape?,Three Muses,3
Where can I go for a quiet dinner that feels like an escape?,Boucherie,2
Where can I go for a quiet dinner that feels like an escape?,The Court of Two Sisters,3
Where can I go for a quiet dinner that feels like an escape?,Auction House Market,3
Where can I go for a quiet dinner that feels like an escape?,Chophouse New Orleans,2
Where can I go for a quiet dinner that feels like an escape?,Cavan,3
Where can I go for a quiet dinner that feels like an escape?,Jack Rose,3
Where can I go for a quiet dinner that feels like an escape?,Lola's,2
Where can I go for a quiet dinner that feels like an escape?,Criollo Restaurant,2
Where can I go for a quiet dinner that feels like an escape?,The Italian Barrel,3
Where can I go for a quiet dinner that feels like an escape?,Victory,3
Where can I go for a quiet dinner that feels like an escape?,Sofia,1
Where can I go for a quiet dinner that feels like an escape?,Paladar 511,3
Where can I go for a quiet dinner that feels like an escape?,Annunciation,2
Where can I go for a quiet dinner that feels like an escape?,Capdeville,2
Where can I go for a quiet dinner that feels like an escape?,Cane and Table,2
Where can I go for a quiet dinner that feels like an escape?,Galatoire's 33 Bar & Steak,3
Where can I go for a quiet dinner that feels like an escape?,Palace Café,1
Where can I go for a quiet dinner that feels like an escape?,Compère Lapin,2
Where can I go for a quiet dinner that feels like an escape?,Vincent's Italian Cuisine,3
Where can I go for a quiet dinner that feels like an escape?,Root,2
Where can I go for a quiet dinner that feels like an escape?,Tableau,2
Where can I go for a quiet dinner that feels like an escape?,Hot Tin,2
Where can I go for a quiet dinner that feels like an escape?,Galatoire's Restaurant,2
Where can I go for a quiet dinner that feels like an escape?,Crescent City Steak House,3
Where can I go for a quiet dinner that feels like an escape?,Saffron nola,2
Where can I go for a quiet dinner that feels like an escape?,Arnaud's Restaurant,2
Where can I go for a quiet dinner that feels like an escape?,Lula Restaurant Distillery,2
Where can I go for a quiet dinner that feels like an escape?,Angeline,3
Where can I go for a quiet dinner that feels like an escape?,Dante's Kitchen,2
Where can I go for a quiet dinner that feels like an escape?,Royal Sonesta New Orleans,2
Where can I go for a quiet dinner that feels like an escape?,La Petite Grocery,2
Where can I go for a quiet dinner that feels like an escape?,Mizado Latin Kitchen,1
Where can I go for a quiet dinner that feels like an escape?,The Rusty Nail,2
Where can I go for a quiet dinner that feels like an escape?,SoBou,2
Where can I go for a quiet dinner that feels like an escape?,Landry's Seafood House,2
Where can I go for a quiet dinner that feels like an escape?,The Marigny Brasserie,2
Where can I go for a quiet dinner that feels like an escape?,The Velvet Cactus,2
Where can I go for a quiet dinner that feels like an escape?,Shaya,2
Where can I go for a quiet dinner that feels like an escape?,Baru Bistro & Tapas,2
Where can I go for a quiet dinner that feels like an escape?,Briquette,2
Where can I go for a quiet dinner that feels like an escape?,Meril,1
Where can I go for a quiet dinner that feels like an escape?,Doris Metropolitan,2
Where can I go for a quiet dinner that feels like an escape?,Rib Room,2
Where can I go for a quiet dinner that feels like an escape?,Seaworthy,1
Where can I go for a quiet dinner that feels like an escape?,Beachbum Berry's Latitude 29,3
Where can I go for a quiet dinner that feels like an escape?,Snug Harbor Jazz Bistro,2
Where can I go for a quiet dinner that feels like an escape?,SukhoThai,2
Where can I go for a quiet dinner that feels like an escape?,Atchafalaya Restaurant,2
Where can I go for a quiet dinner that feels like an escape?,Ralph's on the Park,3
Where can I go for a quiet dinner that feels like an escape?,Cafe Sbisa,3
Where can I go for a quiet dinner that feels like an escape?,Adolfo's,2
Where can I go for a quiet dinner that feels like an escape?,El Gato Negro,2
Where can I go for a quiet dinner that feels like an escape?,Cochon,1
Where can I go for a quiet dinner that feels like an escape?,Juan's Flying Burrito,0
Where can I go for a quiet dinner that feels like an escape?,Satsuma Café,2
Where can I go for a quiet dinner that feels like an escape?,Kingfish,2
Where can I go for a quiet dinner that feels like an escape?,Emeril's ,1
Where can I go for a quiet dinner that feels like an escape?,Booty's Street Food,1
Where can I go for a quiet dinner that feels like an escape?,Gris-Gris,2
Where can I go for a quiet dinner that feels like an escape?,Dickie Brennan's Steakhouse,2
Where can I go for a quiet dinner that feels like an escape?,Wayfare,2
Where can I go for a quiet dinner that feels like an escape?,Commander's Palace,2
Where can I go for a quiet dinner that feels like an escape?,Le Pavillon Hotel,2
Where can I go for a quiet dinner that feels like an escape?,St Roch Market,1
Where can I go for a quiet dinner that feels like an escape?,Restaurant Rebirth,3
Where can I go for a quiet dinner that feels like an escape?,Justine,2
Where can I go for a quiet dinner that feels like an escape?,Mr John's Steakhouse,2
Where can I go for a quiet dinner that feels like an escape?,The American Sector,2
Where can I go for a quiet dinner that feels like an escape?,Arnaud's French 75 Bar,3
Where can I go for a quiet dinner that feels like an escape?,Slice Pizzeria,1
Where can I go for a quiet dinner that feels like an escape?,Nolé,1
Where can I go for a quiet dinner that feels like an escape?,Salon by Sucré,2
Where can I go for a quiet dinner that feels like an escape?,Café Adelaide,1
Where can I go for a quiet dinner that feels like an escape?,Saint Lawrence,1
Where can I go for a quiet dinner that feels like an escape?,1000 Figs,2
Where can I go for a quiet dinner that feels like an escape?,Santa Fe,2
Where can I go for a quiet dinner that feels like an escape?,Eat New Orleans,2
Where can I go for a quiet dinner that feels like an escape?,K-Paul's Louisiana Kitchen,1
Where can I go for a quiet dinner that feels like an escape?,Windsor Court Hotel,3
Where can I go for a quiet dinner that feels like an escape?,Jacques-Imo's Cafe,0
Where can I go for a quiet dinner that feels like an escape?,Casa Borrega,2
Where can I go for a quiet dinner that feels like an escape?,Ruby Slipper Cafe,0
Where can I go for a quiet dinner that feels like an escape?,W New Orleans - French Quarter,3
Where can I go for a quiet dinner that feels like an escape?,Mimi's In The Marigny,2
Where can I go for a quiet dinner that feels like an escape?,Nonna Mia Cafe & Pizzeria,2
Where can I go for a quiet dinner that feels like an escape?,Mona's Cafe,2
Where can I go for a quiet dinner that feels like an escape?,Sake Cafe Uptown,2
Where can I go for a quiet dinner that feels like an escape?,The Old No 77 Hotel and Chandlery,2
Where can I go for a quiet dinner that feels like an escape?,The Avenue Pub,0
Where can I go for a quiet dinner that feels like an escape?,Café at The Square,2
Where can I go for a quiet dinner that feels like an escape?,Mayas,2
Where can I go for a quiet dinner that feels like an escape?,Apolline Restaurant,3
Where can I go for a quiet dinner that feels like an escape?,The Steakhouse,1
Where can I go for a quiet dinner that feels like an escape?,Cornet,2
Where can I go for a quiet dinner that feels like an escape?,Ancora,2
Where can I go for a quiet dinner that feels like an escape?,The Joint,0
Where can I go for a quiet dinner that feels like an escape?,DTB,2
Where can I go for a quiet dinner that feels like an escape?,The Maison,2
Where can I go for a quiet dinner that feels like an escape?,Red Dog Diner,1
Where can I go for a quiet dinner that feels like an escape?,Superior Seafood & Oyster Bar,2
Where can I go for a quiet dinner that feels like an escape?,Arabella Casa Di Pasta,1
Where can I go for a quiet dinner that feels like an escape?,Vacherie,2
Where can I go for a quiet dinner that feels like an escape?,Maïs Arepas,2
Where can I go for a quiet dinner that feels like an escape?,Antoine's Restaurant,2
Where can I go for a quiet dinner that feels like an escape?,GW Fins,2
Where can I go for a quiet dinner that feels like an escape?,Cowbell,2
Where can I go for a quiet dinner that feels like an escape?,Desi Vega's Steakhouse,2
